_id,lon,lat,zip
64c088d6f9a9ebc9a74666a2,-72.578,42.1,1105
64c088d6f9a9ebc9a74666a3,-72.568,42.049,1106
64c088d6f9a9ebc9a74666a4,-72.587,42.126,1107
64c088d6f9a9ebc9a74666a5,-72.558,42.081,1108
64c088d6f9a9ebc9a74666a6,-72.549,42.119,1109
64c088d6f9a9ebc9a74666a7,-72.605,42.171,1111
64c088d6f9a9ebc9a74666a8,-72.605,42.171,1114
64c088d6f9a9ebc9a74666a9,-72.592,42.103,1115
64c088d6f9a9ebc9a74666aa,-72.605,42.171,1116
64c088d6f9a9ebc9a74666ab,-72.523,42.094,1118
64c088d6f9a9ebc9a74666ac,-72.527,42.125,1119
64c088d6f9a9ebc9a74666ad,-72.487,42.095,1128
64c088d6f9a9ebc9a74666ae,-72.489,42.124,1129
64c088d6f9a9ebc9a74666af,-72.605,42.171,1133
64c088d6f9a9ebc9a74666b0,-72.605,42.171,1138
64c088d6f9a9ebc9a74666b1,-72.605,42.171,1139
64c088d6f9a9ebc9a74666b2,-72.592,42.102,1144
64c088d6f9a9ebc9a74666b3,-72.513,42.151,1151
64c088d6f9a9ebc9a74666b4,-72.605,42.171,1152
64c088d6f9a9ebc9a74666b5,-72.605,42.12,1199
64c088d6f9a9ebc9a74666b6,-73.248,42.479,1201
64c088d6f9a9ebc9a74666b7,-73.228,42.393,1202
64c088d6f9a9ebc9a74666b8,-73.228,42.393,1203
64c088d6f9a9ebc9a74666b9,-73.172,42.386,1220
64c088d6f9a9ebc9a74666ba,-73.319,42.186,1222
64c088d6f9a9ebc9a74666bb,-73.103,42.342,1223
64c088d6f9a9ebc9a74666bc,-73.228,42.393,1224
64c088d6f9a9ebc9a74666bd,-73.127,42.482,1225
64c088d6f9a9ebc9a74666be,-73.089,42.47,1226
64c088d6f9a9ebc9a74666bf,-73.093,42.516,1227
64c088d6f9a9ebc9a74666c0,-73.344,42.279,1229
64c088d6f9a9ebc9a74666c1,-73.267,42.299,1230
64c088d6f9a9ebc9a74666c2,-73.222,42.292,1235
64c088d6f9a9ebc9a74666c3,-73.359,42.291,1236
64c088d6f9a9ebc9a74666c4,-73.235,42.488,1237
64c088d6f9a9ebc9a74666c5,-73.267,42.37,1238
64c088d6f9a9ebc9a74666c6,-73.22,42.459,1240
64c088d6f9a9ebc9a74666c7,-73.251,42.339,1242
64c088d6f9a9ebc9a74666c8,-73.01,42.356,1243
64c088d6f9a9ebc9a74666c9,-73.254,42.123,1244
64c088d6f9a9ebc9a74666ca,-73.206,42.187,1245
64c088d6f9a9ebc9a74666cb,-73.186,42.427,1247
64c088d6f9a9ebc9a74666cc,-73.446,42.199,1252
64c088d6f9a9ebc9a74666cd,-73.09,42.213,1253
64c088d6f9a9ebc9a74666ce,-73.238,42.233,1254
64c088d6f9a9ebc9a74666cf,-73.149,42.149,1255
64c088d6f9a9ebc9a74666d0,-73.129,42.367,1256
64c088d6f9a9ebc9a74666d1,-73.268,42.315,1257
64c088d6f9a9ebc9a74666d2,-73.361,42.128,1258
64c088d6f9a9ebc9a74666d3,-73.279,42.199,1259
64c088d6f9a9ebc9a74666d4,-73.313,42.287,1260
64c088d6f9a9ebc9a74666d5,-73.33,42.305,1262
64c088d6f9a9ebc9a74666d6,-73.228,42.393,1263
64c088d6f9a9ebc9a74666d7,-73.198,42.22,1264
64c088d6f9a9ebc9a74666d8,-73.265,42.36,1266
64c088d6f9a9ebc9a74666d9,-73.258,42.642,1267
64c088d6f9a9ebc9a74666da,-73.116,42.444,1270
64c088d6f9a9ebc9a74666db,-72.624,42.601,1301
64c088d6f9a9ebc9a74666dc,-72.624,42.522,1302
64c088d6f9a9ebc9a74666dd,-72.738,42.562,1330
64c088d6f9a9ebc9a74666de,-72.184,42.547,1331
64c088d6f9a9ebc9a74666df,-72.643,42.627,1337
64c088d6f9a9ebc9a74666e0,-72.769,42.574,1338
64c088d6f9a9ebc9a74666e1,-72.666,42.594,1339
64c088d6f9a9ebc9a74666e2,-72.823,42.682,1340
64c088d6f9a9ebc9a74666e3,-72.71,42.591,1341
64c088d6f9a9ebc9a74666e4,-72.608,42.547,1342
64c088d6f9a9ebc9a74666e5,-72.986,42.643,1343
64c088d6f9a9ebc9a74666e6,-72.554,42.627,1344
64c088d6f9a9ebc9a74666e7,-72.789,42.618,1346
64c088d6f9a9ebc9a74666e8,-72.518,42.557,1347
64c088d6f9a9ebc9a74666e9,-72.706,42.621,1349
64c088d6f9a9ebc9a74666ea,-72.976,42.721,1350
64c088d6f9a9ebc9a74666eb,-72.487,42.548,1351
64c088d6f9a9ebc9a74666ec,-72.624,42.522,1354
64c088d6f9a9ebc9a74666ed,-72.534,42.519,1355
64c088d6f9a9ebc9a74666ee,-72.528,42.614,1360
64c088d6f9a9ebc9a74666ef,-72.557,42.578,1364
64c088d6f9a9ebc9a74666f0,-72.183,42.46,1366
64c088d6f9a9ebc9a74666f1,-72.716,42.683,1367
64c088d6f9a9ebc9a74666f2,-72.196,42.672,1368
64c088d6f9a9ebc9a74666f3,-72.624,42.522,1369
64c088d6f9a9ebc9a74666f4,-72.759,42.589,1370
64c088d6f9a9ebc9a74666f5,-72.682,42.465,1373
64c088d6f9a9ebc9a74666f6,-72.701,42.565,1375
64c088d6f9a9ebc9a74666f7,-72.718,42.655,1376
64c088d6f9a9ebc9a74666f8,-72.34,42.667,1378
64c088d6f9a9ebc9a74666f9,-72.437,42.581,1379
64c088d6f9a9ebc9a74666fa,-72.393,42.553,1380
64c088d6f9a9ebc9a74666fb,-71.817,42.584,1420
64c088d6f9a9ebc9a74666fc,-71.921,42.655,1430
64c088d6f9a9ebc9a74666fd,-71.459,42.446,1431
64c088d6f9a9ebc9a74666fe,-71.459,42.446,1432
64c088d6f9a9ebc9a74666ff,-72.084,42.601,1436
64c088d6f9a9ebc9a7466700,-72.029,42.552,1438
64c088d6f9a9ebc9a7466701,-72.026,42.583,1440
64c088d6f9a9ebc9a7466702,-71.897,42.365,1441
64c088d6f9a9ebc9a7466703,-71.459,42.446,1450
64c088d6f9a9ebc9a7466704,-71.576,42.5,1451
64c088d6f9a9ebc9a7466705,-72.012,42.484,1452
64c088d6f9a9ebc9a7466706,-71.838,42.471,1453
64c088d6f9a9ebc9a7466707,-71.459,42.446,1460
64c088d6f9a9ebc9a7466708,-71.752,42.583,1462
64c088d6f9a9ebc9a7466709,-71.459,42.446,1463
64c088d6f9a9ebc9a746670a,-71.459,42.446,1464
64c088d6f9a9ebc9a746670b,-71.613,42.487,1467
64c088d6f9a9ebc9a746670c,-72.072,42.555,1468
64c088d6f9a9ebc9a746670d,-71.459,42.446,1469
64c088d6f9a9ebc9a746670e,-71.459,42.446,1470
64c088d6f9a9ebc9a746670f,-71.459,42.446,1471
64c088d6f9a9ebc9a7466710,-71.459,42.446,1472
64c088d6f9a9ebc9a7466711,-71.913,42.549,1473
64c088d6f9a9ebc9a7466712,-71.459,42.446,1474
64c088d6f9a9ebc9a7466713,-72.048,42.662,1475
64c088d6f9a9ebc9a7466714,-71.897,42.365,1477
64c088d6f9a9ebc9a7466715,-71.947,42.185,1501
64c088d6f9a9ebc9a7466716,-71.842,42.313,1503
64c088d6f9a9ebc9a7466717,-71.8,42.114,1504
64c088d6f9a9ebc9a7466718,-71.943,42.3,1505
64c088d6f9a9ebc9a7466719,-72.105,42.192,1506
64c088d6f9a9ebc9a746671a,-71.973,42.133,1507
64c088d6f9a9ebc9a746671b,-72.079,42.11,1508
64c088d6f9a9ebc9a746671c,-71.897,42.365,1509
64c088d6f9a9ebc9a746671d,-71.688,42.414,1510
64c088d6f9a9ebc9a746671e,-72.05,42.205,1515
64c088d6f9a9ebc9a746671f,-71.891,42.113,1516
64c088d6f9a9ebc9a7466720,-71.897,42.365,1517
64c088d6f9a9ebc9a7466721,-72.114,42.106,1518
64c088d6f9a9ebc9a7466722,-71.683,42.204,1519
64c088d6f9a9ebc9a7466723,-71.845,42.337,1520
64c088d6f9a9ebc9a7466724,-72.164,42.061,1521
64c088d6f9a9ebc9a7466725,-71.795,42.265,1522
64c088d6f9a9ebc9a7466726,-71.912,42.427,1523
64c088d6f9a9ebc9a7466727,-72.012,42.238,1524
64c088d6f9a9ebc9a7466728,-71.897,42.365,1525
64c088d6f9a9ebc9a7466729,-71.897,42.365,1526
64c088d6f9a9ebc9a746672a,-71.82,42.256,1527
64c088d6f9a9ebc9a746672b,-71.847,42.125,1529
64c088d6f9a9ebc9a746672c,-72.129,42.321,1531
64c088d6f9a9ebc9a746672d,-71.643,42.322,1532
64c088d6f9a9ebc9a746672e,-71.857,42.207,1534
64c088d6f9a9ebc9a746672f,-72.089,42.275,1535
64c088d6f9a9ebc9a7466730,-71.86,42.408,1536
64c088d6f9a9ebc9a7466731,-71.891,42.166,1537
64c088d6f9a9ebc9a7466732,-71.897,42.365,1538
64c088d6f9a9ebc9a7466733,-71.855,42.109,1540
64c088d6f9a9ebc9a7466734,-71.88,42.452,1541
64c088d6f9a9ebc9a7466735,-71.914,42.22,1542
64c088d6f9a9ebc9a7466736,-71.955,42.384,1543
64c088d6f9a9ebc9a7466737,-71.715,42.287,1545
64c088d6f9a9ebc9a7466738,-71.897,42.365,1546
64c088d6f9a9ebc9a7466739,-72.031,42.129,1550
64c088d6f9a9ebc9a746673a,-71.682,42.177,1560
64c088d6f9a9ebc9a746673b,-71.686,42.444,1561
64c088d6f9a9ebc9a746673c,-72.066,42.255,1562
64c088d6f9a9ebc9a746673d,-71.939,42.367,1564
64c088d6f9a9ebc9a746673e,-72.081,42.103,1566
64c088d6f9a9ebc9a746673f,-71.603,42.176,1568
64c088d6f9a9ebc9a7466740,-71.638,42.06,1569
64c088d6f9a9ebc9a7466741,-71.994,42.135,1570
64c088d6f9a9ebc9a7466742,-71.937,42.059,1571
64c088d6f9a9ebc9a7466743,-71.897,42.365,1580
64c088d6f9a9ebc9a7466744,-71.846,42.255,1581
64c088d6f9a9ebc9a7466745,-71.897,42.365,1582
64c088d6f9a9ebc9a7466746,-71.781,42.363,1583
64c088d6f9a9ebc9a7466747,-72.173,42.236,1585
64c088d6f9a9ebc9a7466748,-71.897,42.365,1586
64c088d6f9a9ebc9a7466749,-71.899,42.167,1588
64c088d6f9a9ebc9a746674a,-71.755,42.127,1590
64c088d6f9a9ebc9a746674b,-71.879,42.265,1601
64c088d6f9a9ebc9a746674c,-71.847,42.275,1602
64c088d6f9a9ebc9a746674d,-71.839,42.245,1603
64c088d6f9a9ebc9a746674e,-71.767,42.248,1604
64c088d6f9a9ebc9a746674f,-71.796,42.289,1605
64c088d6f9a9ebc9a7466750,-71.794,42.312,1606
64c088d6f9a9ebc9a7466751,-71.793,42.226,1607
64c088d6f9a9ebc9a7466752,-71.926,42.294,1608
64c088d6f9a9ebc9a7466753,-71.828,42.283,1609
64c088d6f9a9ebc9a7466754,-71.809,42.246,1610
64c088d6f9a9ebc9a7466755,-71.879,42.239,1611
64c088d6f9a9ebc9a7466756,-71.893,42.305,1612
64c088d6f9a9ebc9a7466757,-71.802,42.293,1613
64c088d6f9a9ebc9a7466758,-71.897,42.365,1614
64c088d6f9a9ebc9a7466759,-71.897,42.365,1615
64c088d6f9a9ebc9a746675a,-71.897,42.365,1653
64c088d6f9a9ebc9a746675b,-71.897,42.365,1654
64c088d6f9a9ebc9a746675c,-71.897,42.365,1655
64c088d6f9a9ebc9a746675d,-71.459,42.446,1701
64c088d6f9a9ebc9a746675e,-71.459,42.446,1702
64c088d6f9a9ebc9a746675f,-71.459,42.446,1703
64c088d6f9a9ebc9a7466760,-71.459,42.446,1704
64c088d6f9a9ebc9a7466761,-71.459,42.446,1705
