bill_number,bill_name,jurisdiction,date_enacted,effective_date,incentive_type,max_credit_amount_new,max_credit_amount_used,max_vehicle-cost,made_in_US_only,eligibility_requirements,eligbile_models,vehicle_acquisition_date,restrictions
Public Law 117-169,Inflation Reduction Act of 2022,federal,16-Aug-22,,,,,,,,,,
